Nr;Regular;Triangulation;GKZ;Neighbors;regular Neighbors;non-regular Neighbors;F-Vector
46085;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 5 7 12}{0 9 12 13 15}{0 2 7 14 15}{0 5 12 13 15}{0 2 3 10 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{2 4 6 7 14}{0 2 4 7 14}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15};21 6 6 6 4 7 1 9 1 9 9 2 9 3 9 18;12;4;8;16 65 110 84 24
46087;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 5 7 12}{0 2 7 14 15}{0 2 3 10 15}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{2 4 6 7 14}{0 2 4 7 14}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 5 9 12 15}{0 4 7 12 14}{0 7 12 14 15};20 6 6 6 4 8 1 9 1 10 9 2 10 1 9 18;12;4;8;16 64 107 81 23
46107;0;{0 1 5 13 15}{0 2 3 7 15}{0 2 10 14 15}{0 1 9 13 15}{0 4 5 7 12}{0 9 12 13 15}{0 2 7 14 15}{0 5 12 13 15}{0 2 3 10 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15};21 6 6 7 4 6 1 9 1 9 9 1 9 4 9 18;12;5;7;16 65 110 84 24
46108;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 5 7 12}{0 2 7 14 15}{0 2 3 10 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15};19 8 6 7 4 6 1 9 1 9 9 1 11 2 9 18;12;5;7;16 65 110 84 24
46123;0;{0 4 5 7 12}{0 2 3 7 10}{0 9 10 11 15}{0 4 6 7 14}{0 2 6 7 14}{0 3 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};22 6 3 7 3 6 2 11 1 9 9 3 11 2 9 16;14;4;10;16 65 110 84 24
46125;0;{0 4 5 7 12}{0 2 3 7 10}{0 4 6 7 14}{0 2 6 7 14}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 3 9 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 3 9 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};21 6 3 8 3 6 2 11 1 10 10 1 11 2 9 16;14;4;10;16 64 107 81 23
46126;0;{0 1 5 13 15}{0 1 9 13 15}{0 4 5 7 12}{0 2 3 7 10}{0 9 12 13 15}{0 4 6 7 14}{0 2 6 7 14}{0 5 12 13 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};22 6 3 7 3 6 2 11 1 9 11 1 9 4 9 16;14;2;12;16 64 107 81 23
46127;0;{0 4 5 7 12}{0 2 3 7 10}{0 4 6 7 14}{0 2 6 7 14}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};20 8 3 7 3 6 2 11 1 9 11 1 11 2 9 16;14;2;12;16 65 110 84 24
46128;0;{0 1 5 13 15}{0 1 9 13 15}{0 4 5 7 12}{0 2 3 7 10}{0 9 12 13 15}{0 5 12 13 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};21 6 4 7 4 6 1 11 1 9 11 1 9 4 9 16;12;2;10;16 65 110 84 24
46129;0;{0 4 5 7 12}{0 2 3 7 10}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};19 8 4 7 4 6 1 11 1 9 11 1 11 2 9 16;12;2;10;16 65 110 84 24
46131;0;{0 4 5 7 12}{0 2 3 7 10}{0 9 10 11 15}{0 3 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{2 4 6 7 14}{0 2 4 7 14}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};21 6 4 7 4 6 1 11 1 9 9 3 11 2 9 16;12;4;8;16 65 110 84 24
46133;0;{0 4 5 7 12}{0 2 3 7 10}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 3 9 15}{2 4 6 7 14}{0 2 4 7 14}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 3 9 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};20 6 4 8 4 6 1 11 1 10 10 1 11 2 9 16;12;4;8;16 64 107 81 23
46146;0;{0 1 5 13 15}{0 1 9 13 15}{0 4 5 7 12}{0 9 12 13 15}{0 4 6 7 14}{0 2 6 7 14}{0 5 12 13 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{1 3 9 10 15};22 6 3 9 3 6 2 9 1 9 9 1 9 4 11 16;14;5;9;16 65 110 84 24
46147;0;{0 4 5 7 12}{0 4 6 7 14}{0 2 6 7 14}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{1 3 9 10 15};20 8 3 9 3 6 2 9 1 9 9 1 11 2 11 16;14;5;9;16 65 110 84 24
46148;0;{0 1 5 13 15}{0 1 9 13 15}{0 4 5 7 12}{0 9 12 13 15}{0 5 12 13 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{1 3 9 10 15};21 6 4 9 4 6 1 9 1 9 9 1 9 4 11 16;12;5;7;16 65 110 84 24
46149;0;{0 4 5 7 12}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{1 3 9 10 15};19 8 4 9 4 6 1 9 1 9 9 1 11 2 11 16;12;5;7;16 65 110 84 24
46243;0;{0 1 5 13 15}{0 2 3 7 15}{0 2 10 14 15}{0 1 9 13 15}{0 4 5 7 12}{0 9 12 13 15}{0 2 7 14 15}{0 5 12 13 15}{0 2 3 10 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15};21 7 6 6 4 6 1 9 1 8 9 2 9 4 9 18;12;4;8;16 65 110 84 24
46244;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 5 7 12}{0 2 7 14 15}{0 2 3 10 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15};19 9 6 6 4 6 1 9 1 8 9 2 11 2 9 18;12;4;8;16 65 110 84 24
46304;0;{0 1 3 11 15}{0 1 5 13 15}{0 1 9 11 15}{0 1 9 13 15}{0 4 5 7 12}{0 2 3 7 10}{0 9 10 11 15}{0 9 12 13 15}{0 4 6 7 14}{0 2 6 7 14}{0 5 12 13 15}{0 3 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};24 5 3 6 3 6 2 11 1 8 9 4 9 4 9 16;14;2;12;16 64 107 81 23
46305;0;{0 1 5 13 15}{0 1 9 13 15}{0 4 5 7 12}{0 2 3 7 10}{0 9 12 13 15}{0 4 6 7 14}{0 2 6 7 14}{0 5 12 13 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};22 7 3 6 3 6 2 11 1 8 11 2 9 4 9 16;14;2;12;16 65 110 84 24
46306;0;{0 4 5 7 12}{0 2 3 7 10}{0 4 6 7 14}{0 2 6 7 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};20 9 3 6 3 6 2 11 1 8 11 2 11 2 9 16;14;2;12;16 65 110 84 24
46307;0;{0 1 3 11 15}{0 1 5 13 15}{0 1 9 11 15}{0 1 9 13 15}{0 4 5 7 12}{0 2 3 7 10}{0 9 10 11 15}{0 9 12 13 15}{0 5 12 13 15}{0 3 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};23 5 4 6 4 6 1 11 1 8 9 4 9 4 9 16;12;2;10;16 65 110 84 24
46308;0;{0 1 5 13 15}{0 1 9 13 15}{0 4 5 7 12}{0 2 3 7 10}{0 9 12 13 15}{0 5 12 13 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};21 7 4 6 4 6 1 11 1 8 11 2 9 4 9 16;12;2;10;16 65 110 84 24
46309;0;{0 4 5 7 12}{0 2 3 7 10}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};19 9 4 6 4 6 1 11 1 8 11 2 11 2 9 16;12;2;10;16 65 110 84 24
46860;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 6 7 12}{0 4 5 7 12}{0 9 12 13 15}{0 2 6 7 14}{0 2 7 14 15}{0 5 12 13 15}{0 2 3 10 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 7 12 14 15}{0 6 7 12 14};22 6 5 6 2 7 3 9 1 9 9 2 10 3 8 18;12;2;10;16 65 110 84 24
46862;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 6 7 12}{0 4 5 7 12}{0 2 6 7 14}{0 2 7 14 15}{0 2 3 10 15}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 5 9 12 15}{0 7 12 14 15}{0 6 7 12 14};21 6 5 6 2 8 3 9 1 10 9 2 11 1 8 18;12;2;10;16 64 107 81 23
46864;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 6 7 12}{0 4 5 7 12}{0 2 6 7 14}{0 2 7 14 15}{0 2 3 10 15}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{1 5 9 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 7 12 14 15}{0 6 7 12 14};20 8 5 6 2 7 3 9 1 9 9 2 12 1 8 18;12;2;10;16 65 110 84 24
46866;0;{0 4 6 7 12}{0 4 5 7 12}{0 2 3 7 10}{0 9 12 13 15}{0 2 6 7 14}{0 5 12 13 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14}{0 6 7 12 14};22 6 3 6 2 7 3 11 1 9 11 2 10 3 8 16;12;2;10;16 65 110 84 24
46868;0;{0 4 6 7 12}{0 4 5 7 12}{0 2 3 7 10}{0 2 6 7 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 5 9 12 15}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14}{0 6 7 12 14};21 6 3 6 2 8 3 11 1 10 11 2 11 1 8 16;12;2;10;16 64 107 81 23
46869;0;{0 1 3 11 15}{0 1 9 11 15}{0 4 6 7 12}{0 4 5 7 12}{0 2 3 7 10}{0 9 10 11 15}{0 2 6 7 14}{0 3 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{1 5 9 12 15}{0 9 10 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14}{0 6 7 12 14};22 6 3 6 2 7 3 11 1 9 9 4 12 1 8 16;12;2;10;16 64 107 81 23
46870;0;{0 4 6 7 12}{0 4 5 7 12}{0 2 3 7 10}{0 2 6 7 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{1 5 9 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14}{0 6 7 12 14};20 8 3 6 2 7 3 11 1 9 11 2 12 1 8 16;12;2;10;16 65 110 84 24
46876;0;{0 4 6 7 12}{0 4 5 7 12}{0 2 6 7 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{1 5 9 12 15}{0 9 10 12 14}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{0 6 7 12 14};20 8 3 8 2 7 3 9 1 9 9 2 12 1 10 16;12;2;10;16 65 110 84 24
46896;0;{0 1 5 13 15}{0 2 3 7 15}{0 2 10 14 15}{0 1 9 13 15}{0 4 6 7 12}{0 4 5 7 12}{0 9 12 13 15}{0 2 6 7 14}{0 2 7 14 15}{0 5 12 13 15}{0 2 3 10 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 7 12 14 15}{1 3 9 10 15}{0 6 7 12 14};22 6 5 7 2 6 3 9 1 9 9 1 10 4 8 18;12;3;9;16 64 107 81 23
46897;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 6 7 12}{0 4 5 7 12}{0 2 6 7 14}{0 2 7 14 15}{0 2 3 10 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 7 12 14 15}{1 3 9 10 15}{0 6 7 12 14};20 8 5 7 2 6 3 9 1 9 9 1 12 2 8 18;12;3;9;16 65 110 84 24
46904;0;{0 4 6 7 12}{0 4 5 7 12}{0 2 3 7 10}{0 9 10 11 15}{0 2 6 7 14}{0 3 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14}{0 6 7 12 14};22 6 3 7 2 6 3 11 1 9 9 3 12 2 8 16;12;4;8;16 65 110 84 24
46906;0;{0 4 6 7 12}{0 4 5 7 12}{0 2 3 7 10}{0 2 6 7 14}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 3 9 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 3 9 10 15}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14}{0 6 7 12 14};21 6 3 8 2 6 3 11 1 10 10 1 12 2 8 16;12;4;8;16 64 107 81 23
46907;0;{0 1 5 13 15}{0 1 9 13 15}{0 4 6 7 12}{0 4 5 7 12}{0 2 3 7 10}{0 9 12 13 15}{0 2 6 7 14}{0 5 12 13 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14}{0 6 7 12 14};22 6 3 7 2 6 3 11 1 9 11 1 10 4 8 16;12;2;10;16 64 107 81 23
46908;0;{0 4 6 7 12}{0 4 5 7 12}{0 2 3 7 10}{0 2 6 7 14}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14}{0 6 7 12 14};20 8 3 7 2 6 3 11 1 9 11 1 12 2 8 16;12;2;10;16 65 110 84 24
46918;0;{0 1 5 13 15}{0 1 9 13 15}{0 4 6 7 12}{0 4 5 7 12}{0 9 12 13 15}{0 2 6 7 14}{0 5 12 13 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{1 3 9 10 15}{0 6 7 12 14};22 6 3 9 2 6 3 9 1 9 9 1 10 4 10 16;12;3;9;16 65 110 84 24
46919;0;{0 4 6 7 12}{0 4 5 7 12}{0 2 6 7 14}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{1 3 9 10 15}{0 6 7 12 14};20 8 3 9 2 6 3 9 1 9 9 1 12 2 10 16;12;3;9;16 65 110 84 24
46952;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 6 7 12}{0 4 5 7 12}{0 2 6 7 14}{0 2 7 14 15}{0 2 3 10 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{1 5 9 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 7 12 14 15}{1 3 9 10 15}{0 6 7 12 14};20 7 5 7 2 7 3 9 1 10 9 1 12 1 8 18;12;3;9;16 64 107 81 23
46955;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 6 7 12}{0 4 5 7 12}{0 9 12 13 15}{0 2 6 7 14}{0 2 7 14 15}{0 5 12 13 15}{0 2 3 10 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 7 12 14 15}{1 3 9 10 15}{0 6 7 12 14};22 5 5 7 2 7 3 9 1 10 9 1 10 3 8 18;12;3;9;16 63 104 78 22
46956;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 6 7 12}{0 4 5 7 12}{0 2 6 7 14}{0 2 7 14 15}{0 2 3 10 15}{3 9 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 8 9 10 12}{0 5 7 12 15}{0 9 10 12 14}{0 1 9 10 15}{0 1 3 10 15}{0 5 9 12 15}{0 7 12 14 15}{1 3 9 10 15}{0 6 7 12 14};21 5 5 7 2 8 3 9 1 11 9 1 11 1 8 18;12;3;9;16 65 110 84 24
46967;0;{0 4 6 7 12}{0 4 5 7 12}{0 2 3 7 10}{0 9 10 11 15}{0 2 6 7 14}{0 3 10 11 15}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 7 12 15}{1 5 9 12 15}{0 9 10 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14}{0 6 7 12 14};22 5 3 7 2 7 3 11 1 10 9 3 12 1 8 16;12;4;8;16 64 107 81 23
